Month,Albd,AirTemp,LSTday,LSTNight,PCP,WS,RH,SW,LW,SH,LH,SCA% 
6/1/2012,0.214951843,13.05850401,30.50470687,12.93794314,53.8497628,0.656996377,56.28468693,245.9849405,-101.373499,-45.30604871,-78.52861264,14.31465238
7/1/2012,0.167763449,16.96990926,30.95532245,15.47487876,81.11647343,0.522571909,52.38783032,246.4903916,-103.961506,-51.66473554,-77.8355749,2.411281786
8/1/2012,0.15835171,16.71253117,27.99589196,14.12101171,120.6398597,0.451918463,59.31858191,208.0746466,-89.99191206,-45.68687429,-66.79007451,0.593642615
9/1/2012,0.161090639,12.38977136,23.12610972,10.2526087,112.8201894,0.266355181,59.49287404,177.5158044,-84.67389229,-33.88085871,-60.92549535,2.683056811
10/1/2012,0.210608394,5.366204106,17.85509631,4.457169732,39.41855069,0.465849161,48.01241776,159.2548015,-96.0434392,-29.6437029,-38.29318447,11.97352739
11/1/2012,0.279571277,-0.096872806,11.3758459,-0.705295429,34.46202603,0.753182697,42.90228878,116.2837791,-85.10929179,-18.86032527,-18.51819515,24.3760545
12/1/2012,0.638568986,-6.753705937,3.267809883,-4.925965719,78.87182747,1.17543861,45.85469196,48.66890888,-49.39170034,-1.352634159,-5.497754603,78.73287661
1/1/2013,0.689068861,-9.905174258,0.626545226,-7.434105351,52.40131541,1.288109289,42.73394891,48.8294675,-49.79386147,-0.019768196,-3.681465975,87.52223363
2/1/2013,0.76091801,-6.172773052,3.314309045,-4.907399666,192.8467729,0.953723803,59.14817337,41.21487538,-40.44391575,-0.354435617,-3.238586293,95.71134465
3/1/2013,0.652198258,-1.04940901,13.07128141,0.948511706,99.57280988,0.96532017,48.86620888,81.64110084,-55.69548007,-4.961598493,-12.96460215,83.42794138
4/1/2013,0.464407253,3.400975283,18.42340592,3.663511706,107.7605142,0.700110669,61.56252446,143.4761069,-67.99373183,-19.02710744,-35.73798545,58.06769018
5/1/2013,0.320534419,9.376941251,26.90509213,10.11064381,70.09483987,0.782067843,49.52379045,215.3327575,-91.69927052,-30.94168498,-70.02056481,32.35104855
6/1/2013,0.216962503,15.00122952,30.84144054,14.72408027,108.7608952,0.50194372,48.87923903,242.0733816,-98.5568675,-42.98378287,-78.2204256,14.40370577
7/1/2013,0.169618791,17.39412018,30.64093802,15.92038043,104.4515602,0.545380581,52.66677923,232.0592987,-94.4864665,-47.94926674,-76.62196649,2.635793114
8/1/2013,0.159592845,16.15100518,24.79326214,13.2034699,175.5503722,0.435239861,61.95861072,195.0956176,-81.92185528,-39.2914848,-69.86869974,0.789757443
9/1/2013,0.149495114,13.60831121,26.38727387,12.68643813,47.33926513,0.331341095,45.12056901,203.5788018,-103.0373161,-41.51803788,-58.4723365,0.763599565
10/1/2013,0.177194274,8.797599851,21.28477387,7.051571906,39.17438956,0.409994011,41.77287353,164.2274186,-99.66034724,-32.03601052,-37.48591862,6.554171432
11/1/2013,0.395048529,-2.018475608,12.16829564,0.547951505,38.37601099,0.953994732,39.12429447,94.9337124,-73.23078928,-11.42584084,-17.71442938,43.03070116
12/1/2013,0.459617316,-5.756126388,5.812910385,-4.637107023,49.964367,1.022603336,49.67417035,73.73004824,-63.69404707,-9.206428038,-9.197336855,53.34436726
1/1/2014,0.63334709,-8.149969088,1.63150335,-6.714954013,41.49083608,1.126588897,50.26370067,55.964666,-51.72054975,-3.505739208,-5.184066083,79.87689552
2/1/2014,0.743154966,-8.03732093,1.875205193,-7.105062709,125.7727425,1.016735909,55.12902295,48.28143317,-46.7079263,-1.097304218,-4.170956391,93.66061222
3/1/2014,0.632793162,-2.155556131,9.928479899,-1.334627926,192.3709571,0.764897692,64.5090469,80.82146616,-51.71262915,-9.779144861,-14.89989787,76.71694088
4/1/2014,0.489176958,3.117460641,18.96480737,4.166337793,102.7565625,0.835676636,55.79178392,141.520472,-69.03791843,-17.98212812,-35.94102399,59.75269674
5/1/2014,0.31996259,8.374962696,23.77048576,7.910372074,124.0632124,0.469622,63.29065293,194.4814724,-78.04475628,-29.6815667,-61.41680556,34.97701683
6/1/2014,0.216222556,14.38124054,31.02417504,14.2292893,49.86185301,0.625689025,46.84612513,254.1454633,-105.2234595,-42.45939875,-83.40522784,14.55950544
7/1/2014,0.166507385,17.15700461,29.90214824,15.23678094,111.8355481,0.55266688,52.50513032,234.0361935,-97.08711089,-49.04015717,-75.8918034,1.901385924
8/1/2014,0.161534737,15.95250042,28.64871441,13.89268395,91.40588873,0.405301767,50.55155678,224.0997342,-100.8742402,-48.36068301,-70.68437612,1.090466928
9/1/2014,0.157696571,13.35007688,26.52823283,12.06764214,99.59704838,0.37599177,46.16485729,197.9807169,-101.0883204,-39.74094652,-56.1827449,2.167643171
10/1/2014,0.224925815,6.450613683,17.98413735,5.256220736,54.84332816,0.509900179,52.14011843,150.1201724,-89.41526131,-30.77252504,-35.33418959,14.14975978
11/1/2014,0.366457349,-0.974316018,12.50590452,0.531847826,48.64338931,0.906967385,40.42154472,100.3348789,-75.70457923,-12.37555494,-18.37504869,37.1961572
12/1/2014,0.407299039,-4.712001895,7.83218593,-3.424682274,21.87250931,1.010635712,38.35395008,82.52527069,-72.6979,-9.713431976,-7.608421935,44.79474639
1/1/2015,0.56147388,-6.66537939,4.692701005,-5.409506689,62.80401055,0.996208295,50.37742663,65.3693727,-57.37579112,-6.479313673,-5.906405835,67.1131246
2/1/2015,0.644495494,-4.254424012,4.318458961,-4.382888796,170.9729831,0.914696134,59.08372027,60.71465528,-46.17414824,-5.892863205,-8.633613809,77.77963308
3/1/2015,0.645541104,-1.479603059,10.64391541,-0.016822742,153.3184611,0.822929259,59.66127404,78.86496834,-50.53809581,-7.403441733,-14.36722576,79.37156296
4/1/2015,0.438246797,4.784670363,22.44898381,6.940724638,112.7754392,0.79290827,47.19112848,158.0956608,-77.83050921,-21.52531786,-40.75422487,52.0624302
5/1/2015,0.306704077,9.696166267,25.96744556,9.713344482,83.55634992,0.743622618,51.23227404,210.5852415,-90.63742312,-33.19864529,-64.70653535,30.97164661
6/1/2015,0.224956121,13.34872272,29.68331658,13.25879599,85.23946614,0.559427815,53.87891742,237.3412812,-99.23137186,-46.31094382,-71.14717826,16.1754088
7/1/2015,0.169579131,17.2486872,28.12420436,14.72369565,161.2762729,0.504345999,63.01185829,211.4801173,-81.83430302,-43.47707287,-73.10792035,2.841283774
8/1/2015,0.157970672,16.32313372,28.09911642,13.95481605,92.54083156,0.467969584,53.33275695,214.7705732,-92.61689665,-42.52309219,-74.87612755,0.5239619
9/1/2015,0.170252571,11.87018959,25.52704774,10.5613796,78.5056301,0.360725869,49.66122362,199.1039482,-101.6616141,-41.03420352,-57.58655801,4.104126424
10/1/2015,0.245735107,6.905438124,19.8579732,6.337814939,66.56399894,0.567383695,45.36106214,151.8050327,-91.03411642,-26.6197961,-38.32190135,16.92522091
11/1/2015,0.435598093,-0.590231005,10.0194933,0.234251672,81.70314824,0.837213061,48.43307638,81.8046335,-61.01419514,-9.569473109,-17.64276045,47.03314371
12/1/2015,0.524287455,-6.061585184,6.299853434,-3.960459866,44.6221092,1.19062521,42.01667521,66.40508777,-60.11890084,-4.540251439,-8.687101258,62.60326444
1/1/2016,0.57156944,-6.255104365,4.703098827,-4.351831104,68.88058509,1.076022562,44.19158392,63.80810486,-55.758333,-4.651472033,-7.510155656,68.98237048
2/1/2016,0.579416583,-5.066466713,9.23959799,-1.60562709,44.28647911,1.129255332,35.01742663,88.31423987,-68.42910486,-7.980460841,-11.70621546,69.45108394
3/1/2016,0.52591584,0.491680272,12.32067002,-0.329811873,191.5588657,0.662322579,62.62418459,97.2874799,-54.21116131,-13.05079852,-22.39843395,62.14144714
4/1/2016,0.40515249,4.935337146,21.26919598,6.25569398,133.763767,0.712544602,57.65501943,161.3009424,-74.21747705,-23.79030265,-48.6918262,44.74666392
5/1/2016,0.288997348,11.09815203,28.93494696,12.05501672,74.47759715,0.644228019,51.55484439,217.1301276,-89.88687856,-32.9911856,-71.08449438,27.79703341
6/1/2016,0.20051609,15.56553649,30.73286851,14.80244565,85.8228604,0.408938514,54.01364657,244.714738,-96.8440943,-46.07556317,-80.11355062,11.61765533
7/1/2016,0.163454213,17.32324116,29.1365201,15.0188796,122.7136961,0.551179781,55.92403836,230.6368243,-93.28608744,-48.01426682,-80.26465255,1.128995243
8/1/2016,0.15811454,16.20376027,27.41267588,13.07542642,109.7360543,0.417527134,58.86976667,211.8561134,-93.05035662,-45.01343658,-69.82610892,0.530757162
9/1/2016,0.148812231,14.12951491,27.21353434,12.84051839,37.77344788,0.37017673,43.29832848,207.3375452,-106.5474079,-42.03085709,-58.29539897,0.639290716
10/1/2016,0.1643513,8.406871471,21.27501675,6.470133779,21.48551197,0.49579589,41.65542647,172.6822434,-107.1735698,-36.08044781,-34.35716442,4.524262028
11/1/2016,0.238616824,2.748149324,14.60323283,1.912787068,29.82702242,0.694930655,43.06227069,121.6166526,-88.80443786,-21.23940912,-15.79767101,16.63919249
12/1/2016,0.365509272,-1.483392589,10.94603015,0.014866221,18.70969189,1.06926338,34.44861156,91.79881156,-76.70907839,-10.13803776,-9.648983815,37.20855862
1/1/2017,0.705085982,-7.535408389,0.493940536,-8.3440301,161.1473598,0.894683316,66.91721206,39.1552665,-39.33508693,-2.709627889,-3.298270353,86.58153689
2/1/2017,0.713487217,-5.078017109,3.262855946,-5.599803512,144.5855283,0.994168987,52.80834305,53.29624623,-46.35634757,-1.238077932,-6.289906593,91.23146249
3/1/2017,0.582272948,-1.586456809,12.67305276,-0.323131271,93.6070474,0.937578501,57.55744003,98.13679112,-60.67527219,-10.65131167,-18.84523142,73.60544434
4/1/2017,0.420721315,5.722977409,23.42098827,6.837859532,118.0311989,0.932445704,48.80190503,169.4511295,-82.52180067,-24.20721625,-43.5154636,49.55531352
5/1/2017,0.270393629,11.21027027,27.96829146,10.68623328,74.90240345,0.661842377,53.76463417,218.3211789,-91.1658861,-35.68125652,-66.00368263,26.62189335
6/1/2017,0.189892601,15.57060198,31.37827471,14.6090301,92.47724401,0.520478582,48.75884707,247.6113544,-105.0606179,-50.32888301,-74.69444235,8.450722493
7/1/2017,0.162761218,17.65999821,28.23384422,14.79470736,139.5784237,0.576152686,59.73695595,224.5734806,-90.06110988,-49.02741609,-75.23073011,0.976326513
8/1/2017,0.158550223,16.67318375,28.06494556,14.09945652,98.95133531,0.491123711,53.41743467,218.8788729,-97.22273886,-48.06554303,-69.81692443,0.556876793
9/1/2017,0.150618253,13.27546576,26.50561977,11.53641304,54.97991048,0.370451171,47.93794255,203.7172281,-105.352463,-43.01279613,-56.48468152,0.961544082
10/1/2017,0.160007914,8.600891002,22.20335567,7.190824972,20.76392633,0.479310224,39.34265494,174.9624843,-108.502102,-35.12294686,-35.71443523,3.913660386
11/1/2017,0.329001381,0.523310458,14.21901591,1.496270903,38.50325503,0.738670093,43.55797806,107.1591216,-81.77182915,-17.28442258,-15.7722502,32.76791573
12/1/2017,0.484537503,-4.846763927,6.079664992,-3.960434783,46.99154273,1.083063823,45.16369933,72.12283668,-64.35366382,-6.783750575,-8.568704463,56.81720903
1/1/2018,0.473056082,-5.687170217,7.084463987,-4.05867893,31.71353854,1.012587241,39.33151977,83.02413434,-70.07143601,-8.661966486,-7.936523183,57.17855323
2/1/2018,0.614942627,-4.734980531,7.137240369,-2.984322742,89.87637789,0.938817086,55.37267621,71.01218827,-53.15826566,-7.774371578,-9.758260482,74.10245027
3/1/2018,0.482975683,0.70150893,17.16447236,3.545112876,86.09400519,0.934201775,48.32898392,125.9336581,-71.76799548,-16.52301851,-30.59214044,55.03170922
4/1/2018,0.363472742,5.9859962,21.48439978,5.829186176,119.2217849,0.711060867,52.34607085,176.9817791,-83.12252379,-28.55523711,-52.06779321,37.27515422
5/1/2018,0.282634157,9.206978173,26.00064908,9.044774247,105.9698904,0.597825256,56.25882462,214.5912303,-90.9396067,-40.08932461,-68.71856536,23.46948294
6/1/2018,0.198372714,15.13754464,31.21384422,14.58743311,87.17749671,0.532711512,49.05988476,248.3676295,-105.1988899,-49.29867205,-76.60399098,10.05500244
7/1/2018,0.167489124,17.45158152,28.93534757,15.17791806,138.6420985,0.541235431,56.00231725,227.0102224,-93.7914,-49.58722822,-73.04520773,2.044383942
8/1/2018,0.157548372,17.52964965,28.48671692,14.56377508,91.5201511,0.604554438,48.54289816,222.5199263,-100.9205826,-49.5238943,-66.41177214,0.424047923
9/1/2018,0.158503774,13.40950745,25.74005863,10.54256689,75.8960472,0.360525426,46.07678392,200.592763,-105.7487576,-43.85443839,-52.29785487,2.234501782
10/1/2018,0.24463005,4.776607118,17.80213847,4.14974359,51.15360821,0.568331725,50.14856918,151.9364946,-93.07802345,-31.69287207,-32.49744264,17.28022503
11/1/2018,0.393468214,-0.760864069,11.27744137,0.010121237,55.76389439,0.976399488,47.26793869,92.73196399,-70.55141876,-13.29512618,-15.31354799,40.69517048
12/1/2018,0.454109886,-6.196247734,6.833534338,-3.934916388,23.50960476,1.114478273,35.56829028,79.0273407,-71.22003769,-8.479502552,-7.622290471,52.67125749
1/1/2019,0.705208861,-8.713911331,-1.996775544,-9.336036789,131.2283261,1.046019346,61.13218308,40.3938474,-40.49701725,-1.881861791,-3.536854177,87.25684015
2/1/2019,0.789618874,-7.314081431,-0.596474037,-8.615911371,174.2003705,0.941717425,64.41686499,36.98065025,-38.44256516,-0.398064232,-2.45947194,97.54191134
3/1/2019,0.736725437,-3.669620068,10.212433,-0.681279264,99.05857052,0.972581526,56.58538459,63.96096767,-50.04063065,-2.45375293,-6.137438258,94.00320773
4/1/2019,0.466076261,5.394968878,19.36254606,5.558405797,128.1787129,0.713759041,57.77675142,139.8295293,-62.74916064,-14.52389291,-33.39343483,60.97494278
5/1/2019,0.308954467,8.872188624,25.61272613,9.368277592,87.97370586,0.592243298,54.3104129,208.8866908,-88.23485042,-29.84954935,-68.56751828,31.5682077
6/1/2019,0.231967685,12.86251313,29.17170436,12.74917224,87.17313695,0.553684879,54.86722998,240.1475178,-99.25859698,-42.70362284,-80.37654764,15.7577029
7/1/2019,0.177194678,17.65092368,29.81201424,15.93275084,117.8886371,0.562959629,53.46297873,230.868864,-94.12084338,-47.43075039,-73.57122378,4.952147407
8/1/2019,0.159439229,16.96695667,28.07553183,14.63374582,115.0366683,0.478481293,54.53503065,213.4591621,-93.49870771,-44.80668035,-69.27323479,0.880780956
9/1/2019,0.147656863,15.18601811,26.11686348,12.2186413,40.95095523,0.411339913,41.07837571,206.177827,-106.0609357,-42.89341744,-55.91017429,0.450642159
10/1/2019,0.196216708,6.566840859,19.36805695,6.219855072,54.39920487,0.438469498,55.4745995,152.3699219,-88.95848291,-29.51293293,-39.69209198,9.809405815
11/1/2019,0.473736954,-1.383026518,8.63928392,-0.824703177,120.9870224,0.81784346,56.35612814,74.67069146,-57.03022781,-9.801307372,-16.08671669,52.58731493
12/1/2019,0.515219114,-6.699221429,4.312324121,-4.680568562,37.66467765,1.161185768,38.07720436,69.17971558,-63.36172144,-4.396168766,-7.977484129,62.37623048
1/1/2020,0.780148734,-9.728720783,-3.458467337,-10.22285535,126.1865065,1.074573732,61.40127069,29.92448392,-35.25498107,0.976981419,-1.626697909,96.8569413
2/1/2020,0.71643855,-6.0172084,6.140268007,-3.285267559,64.73212953,1.134772796,45.48265327,56.09652094,-51.39643568,0.168295544,-4.613375704,93.68772233
3/1/2020,0.626546933,-1.630667713,10.78342965,-0.760614548,153.4476102,0.708259765,60.81372462,79.37832362,-51.33697203,-8.439852473,-13.92947161,78.42431029
4/1/2020,0.464989415,3.883714831,18.96138191,5.379076087,91.51656616,0.748721996,55.38790972,146.7003072,-69.98809782,-18.88328655,-37.46736794,57.21691182
5/1/2020,0.30173928,9.465020754,26.61562814,10.04197324,95.04930385,0.598273866,55.70648744,207.4011665,-84.17603568,-30.77952378,-68.10065322,31.23974562
6/1/2020,0.202275995,14.44803964,29.48206868,13.91124582,78.09756869,0.444347766,51.91405193,248.0403712,-100.5413307,-46.50446355,-80.95934616,11.38898452
7/1/2020,0.165716059,16.60184194,30.07108459,15.08153846,102.238938,0.44746849,56.02496348,238.0427601,-95.97830637,-46.39914051,-85.69157535,1.570660398
8/1/2020,0.158129908,17.54694568,28.39556533,15.18354933,140.7076179,0.510686042,57.29291926,205.2287831,-87.74064506,-42.64606998,-69.19286395,0.531310939
9/1/2020,0.15483034,13.06417891,26.61796482,11.72623746,60.15329439,0.352838819,45.16771859,201.7285204,-103.8806856,-38.63169618,-60.73672922,1.597290652
10/1/2020,0.17020443,7.353699937,20.88092127,5.865777592,15.6437261,0.480512178,35.64473049,175.6674767,-110.2177492,-34.4092926,-35.73324788,5.565789397
11/1/2020,0.441938373,-1.218490749,9.750083752,-1.094715719,85.55618459,0.769719902,45.31877186,89.32326281,-69.92553987,-12.36715062,-12.60925658,47.68201682
12/1/2020,0.599725766,-7.199405122,3.725527638,-5.148352843,63.83570905,1.142802839,50.28480251,55.11591357,-53.23618894,-3.400940348,-6.654621566,73.27784823
1/1/2021,0.569105254,-7.537185076,4.372370184,-5.101964883,46.39302972,1.24977286,31.84141658,70.75085042,-64.80595628,-3.767361777,-6.683397087,70.05037774
2/1/2021,0.512807731,-2.170294138,11.51827052,-0.929427258,68.36332382,0.929687857,43.80911508,95.38355209,-68.67701223,-10.13598708,-13.31720381,63.0653656
3/1/2021,0.516634197,0.662652946,14.2188526,0.975050167,145.0812447,0.83191193,57.97077169,109.9469709,-62.93747002,-16.27641632,-24.68163827,58.88933196
4/1/2021,0.433905276,3.744283071,20.74724735,4.414548495,108.3885819,0.774200594,48.98895678,159.4323678,-80.67665846,-24.8597017,-42.63612919,47.75853558
5/1/2021,0.296094123,9.459292802,25.58446399,9.193561873,79.60272931,0.561554267,56.51392245,213.6818655,-89.92497806,-35.42797095,-63.53156405,31.74489657
6/1/2021,0.197364273,15.18699478,31.69844221,14.15180184,53.28823074,0.579780176,45.11672412,259.2234286,-112.1507189,-52.27033042,-74.44643629,1.100043101
7/1/2021,0.163505223,17.52867756,29.11908291,15.17557274,168.5014569,0.469439547,59.59633434,223.1772928,-89.98079095,-47.01936933,-75.97412583,0.498643419
8/1/2021,0.158204545,16.12033145,28.61581658,14.25909281,80.20673152,0.446166363,51.62640603,223.3830536,-100.0723335,-49.31845173,-70.23111149,0.671504115
9/1/2021,0.149056389,14.91918049,26.00871859,13.12388378,62.41022951,0.33871612,47.50435578,197.5528121,-99.0524871,-40.6915937,-56.08851083,13.0988649
10/1/2021,0.219549657,6.913005253,20.17326075,5.854738016,52.41324869,0.594486977,42.01457923,157.8874647,-98.92198777,-30.97315038,-35.23110254,25.28654068
11/1/2021,0.282587972,-0.167294087,13.63707705,1.321245819,11.52722096,0.827746789,36.85543551,119.8617032,-89.75758392,-19.53314291,-15.64594672,39.34802331
12/1/2021,0.367612086,-4.697170514,5.592981575,-4.512182274,28.65988159,0.8424016,42.0705928,88.89698459,-76.70430352,-13.07548509,-7.202180842,40.49303945
